University,Program,Year,Closing_Merit,Total_Seats,Applicants,Admission_Status
COMSATS University Islamabad,Economics,2019,77.79,100,895,Closed
Lahore University of Management Sciences (LUMS),Electrical Engineering,2021,96.08,150,2441,Closed
University of Engineering and Technology (UET) Taxila,Mathematics,2017,84.15,80,899,Closed
COMSATS University Islamabad,Data Science,2021,86.37,60,715,Closed
Superior University Lahore,Electrical Engineering,2024,68.64,120,1244,Closed
FAST National University,Biomedical Engineering,2020,88.74,100,830,Closed
Quaid-i-Azam University (QAU),Chemical Engineering,2018,86.83,120,1375,Closed
Ghulam Ishaq Khan Institute (GIKI),Software Engineering,2021,95.93,80,527,Closed
University of Engineering and Technology (UET) Lahore,Computer Science,2015,94.88,50,375,Closed
Punjab University (PU),Artificial Intelligence,2020,88.92,40,231,Closed
FAST National University,Artificial Intelligence,2024,96.38,60,1209,Closed
Lahore University of Management Sciences (LUMS),Software Engineering,2017,99.5,60,960,Closed
University of Agriculture Faisalabad (UAF),Mathematics,2021,70.46,40,567,Closed
University of Engineering and Technology (UET) Lahore,Electrical Engineering,2021,94.35,60,1187,Closed
University of Central Punjab (UCP),Electrical Engineering,2018,69.4,60,626,Closed
NED University of Engineering and Technology,Mathematics,2017,81.44,150,851,Closed
Ghulam Ishaq Khan Institute (GIKI),Electrical Engineering,2018,92.55,40,362,Closed
Lahore University of Management Sciences (LUMS),Economics,2020,92.82,120,839,Closed
University of the Punjab (Gujranwala Campus),Business Administration,2023,74.69,50,621,Closed
Islamia University of Bahawalpur,Mechanical Engineering,2023,69.59,100,1361,Closed
Bahria University,Computer Science,2017,83.01,40,366,Closed
University of the Punjab (Gujranwala Campus),Mathematics,2015,72.14,60,258,Closed
Superior University Lahore,Software Engineering,2019,68.03,40,307,Closed
Lahore University of Management Sciences (LUMS),Electrical Engineering,2024,99.5,50,916,Closed
University of Karachi,Economics,2022,74.66,50,313,Closed
Islamia University of Bahawalpur,Economics,2017,68.27,40,480,Closed
Bahria University,Mathematics,2019,77.77,120,1739,Closed
FAST National University,Biomedical Engineering,2022,91.51,50,932,Closed
Punjab University (PU),Electrical Engineering,2024,85.46,100,824,Closed
University of Central Punjab (UCP),Mathematics,2022,71.39,120,876,Closed
University of Agriculture Faisalabad (UAF),Biomedical Engineering,2017,72.48,50,767,Closed
University of Karachi,Mechanical Engineering,2016,73.17,60,828,Closed
NED University of Engineering and Technology,Business Administration,2015,166.39,40,272,Closed
COMSATS University Islamabad,Data Science,2023,86.46,150,2332,Closed
Quaid-i-Azam University (QAU),Electrical Engineering,2019,90.22,80,1350,Closed
University of Central Punjab (UCP),Economics,2020,70.14,60,763,Closed
FAST National University,Computer Science,2023,95.86,40,268,Closed
Mehran University of Engineering and Technology,Chemical Engineering,2021,79.42,80,451,Closed
Punjab University (PU),Computer Science,2019,85.18,100,1778,Closed
COMSATS University Islamabad,Electrical Engineering,2021,85.27,100,1187,Closed
Punjab University (PU),Computer Science,2017,88.0,150,1545,Closed
Riphah International University,Mathematics,2020,70.82,60,849,Closed
Superior University Lahore,Electrical Engineering,2016,68.82,120,644,Closed
Riphah International University,Economics,2020,69.05,100,514,Closed
University of Engineering and Technology (UET) Lahore,Electrical Engineering,2019,95.77,50,745,Closed
University of Sargodha,Chemical Engineering,2015,67.41,100,602,Closed
University of the Punjab (Gujranwala Campus),Software Engineering,2020,80.09,150,1940,Closed
University of Sargodha,Mechanical Engineering,2023,67.78,50,574,Closed
National University of Sciences and Technology (NUST),Economics,2024,94.76,100,1677,Closed
NED University of Engineering and Technology,Data Science,2016,91.7,50,793,Closed
Bahria University,Software Engineering,2021,85.33,40,296,Closed
University of Gujrat,Mechanical Engineering,2020,69.0,150,850,Closed
University of the Punjab (Gujranwala Campus),Electrical Engineering,2016,76.36,80,1125,Closed
Bahauddin Zakariya University (BZU) Multan,Business Administration,2023,68.98,50,301,Closed
Islamia University of Bahawalpur,Economics,2022,67.88,50,368,Closed
Bahria University,Chemical Engineering,2022,78.05,150,992,Closed
University of Engineering and Technology (UET) Taxila,Chemical Engineering,2018,88.35,150,1227,Closed
NED University of Engineering and Technology,Mathematics,2023,83.68,100,1300,Closed
University of Karachi,Electrical Engineering,2024,80.1,80,598,Closed
University of the Punjab (Gujranwala Campus),Chemical Engineering,2020,77.35,80,994,Closed
COMSATS University Islamabad,Civil Engineering,2017,77.4,150,2310,Closed
Institute of Space Technology (IST),Mechanical Engineering,2019,80.83,40,316,Closed
National University of Sciences and Technology (NUST),Computer Science,2023,99.5,150,2966,Closed
University of Gujrat,Mathematics,2024,72.06,80,1027,Closed
National University of Sciences and Technology (NUST),Software Engineering,2018,99.5,100,872,Closed
Riphah International University,Mathematics,2024,71.31,120,1032,Closed
University of Sargodha,Economics,2015,65.3,,1373,Closed
Institute of Space Technology (IST),Mechanical Engineering,2017,82.81,60,646,Closed
Institute of Space Technology (IST),Software Engineering,2024,89.14,60,974,Closed
Institute of Space Technology (IST),Chemical Engineering,2016,83.5,60,617,Closed
Air University Islamabad,Chemical Engineering,2015,78.95,40,525,Closed
University of Agriculture Faisalabad (UAF),Mechanical Engineering,2023,70.01,40,343,Closed
Air University Islamabad,Economics,2019,79.34,150,2405,Closed
Islamia University of Bahawalpur,Chemical Engineering,2018,69.84,40,379,Closed
University of Central Punjab (UCP),Mechanical Engineering,2018,67.89,120,1139,Closed
Riphah International University,Mechanical Engineering,2015,66.99,150,1256,Closed
Superior University Lahore,Business Administration,2021,64.17,120,1031,Closed
University of the Punjab (Gujranwala Campus),Data Science,2022,83.0,60,485,Closed
COMSATS University Islamabad,Data Science,2018,85.32,120,1355,Closed
Institute of Space Technology (IST),Economics,2024,86.77,80,454,Closed
Bahauddin Zakariya University (BZU) Multan,Data Science,2024,80.64,40,349,Closed
University of Management and Technology (UMT),Artificial Intelligence,2016,79.66,120,966,Closed
University of Gujrat,Civil Engineering,2020,66.52,150,833,Closed
Riphah International University,Mathematics,2023,71.6,120,1087,Closed
Air University Islamabad,Mechanical Engineering,2021,81.61,150,2355,Closed
NED University of Engineering and Technology,Chemical Engineering,2022,87.81,80,1018,Closed
COMSATS University Islamabad,Mechanical Engineering,2015,78.76,100,1530,Closed
NED University of Engineering and Technology,Economics,2024,87.91,60,306,Closed
NED University of Engineering and Technology,Mathematics,2018,80.33,100,1397,Closed
University of Karachi,Data Science,2020,77.89,40,493,Closed
University of Gujrat,Biomedical Engineering,2015,68.27,150,1282,Closed
Institute of Space Technology (IST),Software Engineering,2020,88.67,50,453,Closed
University of the Punjab (Gujranwala Campus),Business Administration,2020,73.59,100,671,Closed
Mehran University of Engineering and Technology,Computer Science,2019,80.72,100,595,Closed
Lahore University of Management Sciences (LUMS),Computer Science,2022,99.5,50,978,Closed
University of the Punjab (Gujranwala Campus),Chemical Engineering,2015,75.08,100,1597,Closed
Bahria University,Data Science,2023,86.23,60,1096,Closed
University of Central Punjab (UCP),Data Science,2015,74.56,120,1315,Closed
Institute of Space Technology (IST),Economics,2020,84.87,80,689,Closed
Bahria University,Computer Science,2024,83.31,120,863,Closed
Ghulam Ishaq Khan Institute (GIKI),Mathematics,2024,93.32,150,2870,Closed
University of Central Punjab (UCP),Electrical Engineering,2017,69.08,120,1012,Closed
Quaid-i-Azam University (QAU),Mechanical Engineering,2020,87.87,40,478,Closed
NED University of Engineering and Technology,Mathematics,2022,83.48,100,982,Closed
Mehran University of Engineering and Technology,Artificial Intelligence,2015,82.81,80,1222,Closed
COMSATS University Islamabad,Chemical Engineering,2016,80.19,60,973,Closed
University of Sargodha,Business Administration,2019,65.07,120,891,Closed
Institute of Space Technology (IST),Business Administration,2015,80.11,150,1782,Closed
University of Sargodha,Software Engineering,2017,67.57,50,226,Closed
University of Engineering and Technology (UET) Taxila,Mathematics,2023,87.73,120,1736,Closed
Air University Islamabad,Chemical Engineering,2017,80.22,50,590,Closed
University of Agriculture Faisalabad (UAF),Artificial Intelligence,2023,77.01,40,320,Closed
National University of Sciences and Technology (NUST),Mechanical Engineering,2016,92.17,120,1908,Closed
Lahore University of Management Sciences (LUMS),Biomedical Engineering,2021,96.77,80,1643,Closed
NED University of Engineering and Technology,Business Administration,2016,81.96,100,1051,Closed
COMSATS University Islamabad,Software Engineering,2015,83.38,60,857,Closed
Bahria University,Mathematics,2022,78.54,40,621,Closed
Institute of Space Technology (IST),Biomedical Engineering,2024,88.66,80,550,Closed
University of Management and Technology (UMT),Economics,2020,73.1,100,454,Closed
University of the Punjab (Gujranwala Campus),Biomedical Engineering,2019,75.16,100,991,Closed
Mehran University of Engineering and Technology,Chemical Engineering,2023,81.01,100,1298,Closed
COMSATS University Islamabad,Mechanical Engineering,2017,78.36,120,1116,Closed
Ghulam Ishaq Khan Institute (GIKI),Electrical Engineering,2020,93.62,80,1336,Closed
University of Gujrat,Economics,2021,66.68,80,893,Closed
Islamia University of Bahawalpur,Data Science,2021,76.41,40,401,Closed
NED University of Engineering and Technology,Mechanical Engineering,2015,83.95,80,1031,Closed
Air University Islamabad,Business Administration,2019,75.7,40,241,Closed
University of the Punjab (Gujranwala Campus),Data Science,2019,77.23,60,667,Closed
Mehran University of Engineering and Technology,Computer Science,2024,83.82,150,2431,Closed
National University of Sciences and Technology (NUST),Mathematics,2019,93.17,150,1928,Closed
University of Engineering and Technology (UET) Lahore,Computer Science,2017,94.33,50,441,Closed
Air University Islamabad,Data Science,2017,,80,1399,Closed
Institute of Space Technology (IST),Biomedical Engineering,2017,85.61,100,1332,Closed
University of Engineering and Technology (UET) Lahore,Electrical Engineering,2015,91.48,120,1418,Closed
University of Central Punjab (UCP),Computer Science,2017,75.17,40,189,Closed
Islamia University of Bahawalpur,Software Engineering,2015,127.52,150,662,Closed
National University of Sciences and Technology (NUST),Economics,2022,94.55,60,1070,Closed
FAST National University,Economics,2020,85.74,120,2038,Closed
Quaid-i-Azam University (QAU),Software Engineering,2024,96.81,100,1018,Closed
NED University of Engineering and Technology,Electrical Engineering,2024,89.24,60,872,Closed
Lahore University of Management Sciences (LUMS),Biomedical Engineering,2015,95.61,50,832,Closed
National University of Sciences and Technology (NUST),Business Administration,2022,94.62,60,638,Closed
Riphah International University,Data Science,2024,74.93,40,340,Closed
University of Engineering and Technology (UET) Lahore,Chemical Engineering,2018,91.04,40,746,Closed
NED University of Engineering and Technology,Data Science,2022,88.8,120,1335,Closed
Punjab University (PU),Civil Engineering,2019,75.81,150,1479,Closed
NED University of Engineering and Technology,Artificial Intelligence,2015,89.04,80,697,Closed
Islamia University of Bahawalpur,Computer Science,2019,71.95,50,240,Closed
NED University of Engineering and Technology,Economics,2018,82.31,60,709,Closed
Ghulam Ishaq Khan Institute (GIKI),Artificial Intelligence,2021,99.5,100,1854,Closed
University of Gujrat,Mathematics,2021,66.83,60,732,Closed
University of Karachi,Business Administration,2020,73.93,60,424,Closed
NED University of Engineering and Technology,Artificial Intelligence,2021,90.83,120,1885,Closed
Superior University Lahore,Artificial Intelligence,2017,70.73,150,1408,Closed
Ghulam Ishaq Khan Institute (GIKI),Computer Science,2020,99.5,60,754,Closed
University of Agriculture Faisalabad (UAF),Mechanical Engineering,2015,70.02,150,1473,Closed
University of the Punjab (Gujranwala Campus),Economics,2017,72.5,120,708,Closed
Islamia University of Bahawalpur,Business Administration,2018,65.21,50,571,Closed
University of Engineering and Technology (UET) Lahore,Mechanical Engineering,2019,90.62,40,736,Closed
FAST National University,Electrical Engineering,2016,87.38,60,709,Closed
NED University of Engineering and Technology,Artificial Intelligence,2016,87.79,150,2321,Closed
